ax ay az gx gy gz
432 872 -16728 -449 238 563
356 -28 -16844 -581 255 445
732 1100 -16924 -644 304 322
824 1732 -16876 -517 256 315
940 796 -17084 -528 203 282
892 432 -17136 -601 227 243
804 1280 -16980 -608 175 280
488 1212 -17040 -544 152 291
520 480 -16916 -578 160 308
300 384 -16980 -641 155 379
200 1004 -16860 -549 167 403
164 804 -16816 -534 197 416
448 308 -16896 -522 221 449
620 748 -16924 -628 191 303
640 1596 -17048 -579 197 162
660 1412 -16960 -523 178 -20
544 1028 -16960 -577 212 -186
540 1236 -16848 -584 198 -353
428 1364 -16872 -552 239 -500
464 944 -16956 -582 243 -677
488 848 -16924 -623 309 -780
484 848 -17060 -594 237 -832
532 712 -16924 -627 209 -879
284 -96 -17000 -543 205 -756
172 -752 -16660 -582 258 -482
232 -708 -16812 -602 342 -96
552 -324 -17080 -565 317 401
720 -188 -17064 -563 248 644
464 288 -16920 -633 223 741
412 804 -16812 -603 319 725
488 1096 -16900 -589 341 673
684 948 -17004 -569 325 565
740 688 -17108 -593 297 409
728 776 -16996 -606 248 401
596 872 -16924 -612 260 403
532 492 -16908 -587 304 460
492 416 -16964 -591 319 538
556 568 -16948 -612 296 699
508 508 -17020 -551 262 810
536 484 -16928 -595 239 989
464 492 -16832 -576 259 1094
496 832 -16868 -568 261 1091
632 992 -16960 -564 273 1007
592 1152 -16924 -592 240 851
492 1412 -16996 -607 254 672
664 1580 -16752 -589 271 431
636 1424 -17072 -543 313 192
840 1240 -17032 -590 249 -23
736 1196 -17104 -617 226 -221
536 1076 -17076 -594 232 -311
284 892 -16912 -603 267 -459
340 756 -16796 -591 253 -545
376 688 -17024 -592 271 -522
332 584 -16904 -575 282 -490
392 544 -16888 -596 230 -460
400 524 -16916 -572 255 -385
516 636 -16876 -603 275 -310
608 708 -16864 -567 306 -271
668 688 -17060 -618 252 -191
776 792 -16988 -598 223 -255
740 816 -17116 -590 217 -279
668 824 -17016 -561 229 -301
572 720 -17004 -547 204 -414
544 392 -16948 -572 239 -455
548 564 -16984 -596 221 -329
684 412 -17176 -545 186 -84
640 8 -17076 -551 168 67
492 -44 -16972 -642 156 329
272 32 -16956 -608 204 500
196 28 -16800 -532 216 733
208 -228 -16896 -506 239 894
324 -132 -16896 -581 254 1106
404 224 -16824 -542 275 1315
536 392 -16828 -545 267 1435
776 388 -16984 -580 300 1581
1100 672 -17032 -597 302 1611
1100 940 -17036 -541 227 1626
992 980 -17132 -581 194 1584
932 1000 -17008 -591 194 1439
800 1012 -16900 -571 191 1250
584 1276 -16748 -531 252 1096
516 1456 -16692 -557 329 885
560 1448 -16736 -436 340 696
568 708 -16940 -445 339 364
1060 1044 -17004 -495 316 96
628 1160 -17212 -588 203 -140
488 1268 -17016 -602 125 -237
-68 1276 -16920 -562 108 -350
-116 788 -16732 -556 233 -388
-60 604 -16708 -567 328 -360
308 796 -16996 -573 390 -326
744 588 -17084 -549 312 -224
800 352 -17260 -569 234 -143
784 256 -17036 -559 190 -18
440 424 -16808 -590 170 95
572 304 -16792 -562 274 281
756 204 -16908 -607 288 403
932 568 -17176 -612 239 440
776 604 -17080 -570 191 540
556 556 -17016 -590 153 546
332 732 -16756 -585 254 575
332 736 -16788 -575 221 518
516 864 -17000 -569 266 498
792 736 -17080 -561 228 418
764 644 -17076 -580 156 447
612 768 -16924 -596 146 426
440 708 -16832 -599 197 353
384 572 -16900 -578 234 450
340 808 -16948 -583 267 484
484 684 -16900 -606 277 554
368 664 -16984 -597 256 612
400 948 -17028 -578 253 591
356 1016 -16924 -575 239 538
456 1184 -16940 -607 262 376
344 1048 -16916 -582 257 177
324 1108 -16936 -582 287 -8
380 1120 -16872 -555 314 -176
288 1068 -16836 -520 327 -325
308 1076 -16808 -520 366 -462
300 1132 -16856 -510 378 -557
372 1116 -16864 -499 389 -713
576 1044 -16816 -552 399 -854
836 772 -16920 -537 371 -979
768 884 -17012 -591 314 -1031
932 916 -17080 -596 261 -1052
720 600 -16984 -586 222 -1050
684 544 -16992 -616 175 -1006
428 472 -16892 -583 173 -973
448 580 -16748 -595 251 -873
644 148 -16832 -615 227 -727
912 -220 -17512 -769 154 -657
972 1932 -16824 -604 113 -296
240 -92 -16900 -442 187 -71
968 -852 -16844 -604 258 4
876 196 -17196 -667 247 214
1220 552 -16956 -619 165 399
824 104 -17220 -524 125 604
616 -400 -16920 -551 118 719
392 164 -16976 -622 147 794
308 1220 -16936 -534 135 712
-292 488 -16848 -551 187 752
-128 344 -16532 -608 324 918
248 1204 -16836 -633 396 1124
732 1060 -17128 -575 376 1304
1160 556 -17360 -589 208 1218
664 856 -17092 -718 88 1037
136 1352 -16736 -619 124 848
-120 1140 -16336 -556 314 700
208 880 -16696 -546 416 476
656 1192 -17196 -582 383 234
700 1332 -17344 -568 264 27
400 1224 -17084 -550 215 -285
-84 1016 -16776 -578 228 -441
-112 1112 -16564 -552 354 -533
292 972 -16896 -516 452 -650
844 600 -17148 -539 404 -693
1004 676 -17256 -624 335 -729
848 880 -17120 -577 203 -676
732 728 -16912 -552 243 -605
528 464 -16804 -584 249 -573
672 488 -16928 -558 307 -522
756 588 -17040 -544 293 -512
776 464 -17040 -555 287 -513
676 384 -17048 -559 218 -391
468 508 -16844 -582 235 -302
420 552 -16868 -550 298 -107
520 464 -16912 -571 307 -30
644 484 -16960 -592 317 50
832 600 -16972 -609 264 188
676 584 -16952 -594 204 264
704 456 -17056 -586 202 387
704 524 -16872 -585 229 465
664 584 -16964 -566 247 563
696 576 -16960 -605 223 649
812 516 -17024 -642 190 668
612 548 -17056 -589 170 734
492 624 -16860 -589 181 756
384 540 -16888 -581 219 761
480 572 -17004 -615 243 758
452 644 -17004 -585 230 702
516 820 -17040 -598 216 647
356 960 -16960 -583 243 604
360 1008 -16804 -561 219 491
308 1140 -16972 -592 239 370
348 1264 -16820 -597 246 184
512 1220 -16916 -585 278 21
440 1044 -16952 -546 231 -200
452 940 -16984 -568 241 -299
428 836 -16868 -596 273 -420
408 736 -16972 -602 282 -482
500 596 -16892 -556 295 -504
440 620 -16992 -573 293 -460
568 640 -16972 -596 286 -376
508 564 -16912 -578 257 -345
608 604 -16848 -542 258 -170
592 572 -16952 -578 294 -98
804 520 -17048 -614 317 23
836 396 -17068 -580 261 34
784 472 -16996 -595 253 148
760 408 -17076 -563 215 142
660 512 -16892 -595 219 213
476 508 -16860 -579 236 263
452 620 -16936 -598 266 354
488 756 -16892 -568 254 344
292 708 -17044 -565 229 380
324 772 -16960 -564 254 357
320 860 -16952 -616 293 315
384 1020 -16944 -555 288 247
528 876 -16928 -552 267 153
804 1424 -17228 -544 250 -47
548 644 -17180 -553 128 -756
-252 684 -16184 -684 361 -754
-44 2168 -16608 -579 531 -654
1104 836 -17076 -495 495 -481
1976 180 -17724 -612 310 -313
1992 256 -17472 -654 65 -27
852 436 -16920 -637 -26 198
312 196 -16496 -569 70 352
0 -664 -16672 -566 221 430
676 64 -17032 -603 258 487
656 664 -17344 -551 175 323
140 -36 -16924 -519 108 455
-340 244 -16568 -624 276 810
40 1000 -16688 -567 410 1142
380 972 -17184 -514 384 1440
900 760 -17404 -594 290 1426
644 1044 -17072 -638 182 1306
416 1604 -16840 -658 231 954
436 1416 -16760 -576 303 563
776 1220 -17012 -615 375 218
968 1408 -17252 -619 277 -139
656 1328 -17248 -553 203 -536
332 1180 -16852 -570 187 -782
-292 968 -16648 -543 255 -1066
-224 1164 -16668 -552 386 -1213
-36 864 -16956 -537 442 -1209
532 748 -17172 -545 411 -1265
804 780 -17124 -585 294 -1216
772 856 -17140 -571 189 -1180
604 752 -16744 -560 213 -1167
524 548 -16692 -585 292 -1021
860 504 -16856 -601 337 -917
1052 404 -17092 -618 272 -828
972 308 -17088 -559 233 -718
664 212 -16852 -604 210 -635
424 300 -16696 -603 281 -430
380 120 -16720 -605 300 -295
528 228 -16916 -584 353 -125
828 400 -17068 -591 277 25
556 312 -16968 -560 230 107
328 480 -16852 -572 244 190
356 712 -16760 -594 268 309
548 620 -16772 -534 285 343
732 708 -16996 -590 298 298
844 784 -17112 -593 206 234
704 1040 -17208 -680 162 -2
524 2152 -16704 -579 155 38
176 632 -16848 -552 272 -11
760 476 -16632 -612 322 -148
896 936 -17288 -663 250 -271
996 808 -17120 -554 118 -339
500 612 -16864 -578 120 -265
352 272 -16708 -600 198 -109
388 480 -16892 -654 266 6
768 696 -17052 -593 258 216
624 124 -17260 -555 172 291
512 136 -16972 -637 137 406
176 636 -16724 -581 106 547
212 500 -16780 -567 267 714
392 280 -16708 -587 272 792
780 668 -16992 -614 290 836
804 792 -17120 -595 238 870
776 712 -17064 -620 193 836
532 528 -16860 -600 213 791
496 736 -16788 -591 211 741
596 928 -16812 -567 288 705
820 864 -17052 -550 266 661
708 596 -17188 -609 194 559
400 976 -16964 -598 178 551
156 1064 -16792 -584 221 483
48 924 -16816 -577 236 502
180 680 -16880 -643 259 422
272 968 -16844 -622 322 294
656 1156 -17144 -546 265 211
572 704 -16948 -573 237 95
656 872 -16908 -577 240 -4
544 916 -16948 -566 260 -62
632 992 -16884 -584 305 -163
692 764 -17028 -574 267 -250
852 876 -16952 -603 250 -337
692 944 -17040 -557 195 -383
564 672 -16948 -566 192 -373
408 680 -16732 -596 208 -382
380 660 -16868 -595 209 -344
456 616 -16880 -554 268 -301
396 504 -16940 -585 254 -256
452 456 -16900 -611 268 -190
448 536 -16968 -562 236 -98
364 484 -16884 -585 240 -45
420 440 -16856 -521 303 -3
560 584 -16876 -583 297 21
588 708 -17016 -573 291 126
584 712 -17092 -527 301 143
744 688 -17012 -562 265 140
688 748 -17004 -606 247 149
644 872 -17056 -587 254 182
604 820 -16916 -570 203 121
540 860 -17020 -585 232 98
676 1004 -17116 -568 245 90
720 1268 -16980 -563 229 -147
960 1716 -17000 -624 194 -366
884 1592 -16960 -634 162 -649
584 1536 -16984 -617 179 -947
472 1276 -16972 -613 120 -1096
344 1204 -16996 -593 171 -1365
228 904 -16980 -628 200 -1471
328 676 -16824 -655 240 -1580
164 904 -16956 -625 219 -1458
432 280 -17220 -577 184 -1313
756 -1032 -17612 -769 74 -1130
-156 764 -16648 -624 143 -623
-468 -736 -16624 -468 314 -122
668 -1652 -16652 -577 434 213
952 -312 -17392 -674 392 448
1160 392 -17156 -583 165 608
320 860 -17012 -536 125 659
60 652 -16468 -539 233 629
-88 776 -16724 -619 391 525
556 1860 -16884 -606 439 352
648 1324 -17244 -530 399 186
948 624 -17096 -612 291 46
708 1048 -16904 -632 238 -116
620 1100 -16864 -545 350 -110
892 276 -17028 -527 318 -72
1004 180 -17224 -561 265 -71
748 636 -17140 -610 185 -23
472 828 -16828 -536 232 129
376 804 -16796 -596 263 118
540 1020 -16904 -575 312 117
552 1372 -17260 -562 274 6
492 1028 -17008 -542 256 -116
356 608 -16784 -581 274 -130
500 764 -16932 -552 340 -110
732 704 -17124 -538 289 -97
688 300 -17100 -559 243 -4
432 408 -16880 -590 254 110
400 744 -16932 -596 262 178
572 888 -16968 -553 271 206
636 756 -17072 -580 263 168
544 828 -16976 -612 223 56
564 896 -16908 -573 271 28
584 632 -17004 -590 269 4
532 388 -17044 -588 269 25
412 552 -16892 -555 227 65
280 568 -16832 -576 269 137
312 416 -16980 -586 309 211
444 516 -17032 -594 272 281
584 608 -16976 -634 266 298
496 648 -16856 -611 288 348
544 692 -17036 -591 267 317
652 744 -17032 -557 240 350
784 872 -16952 -602 241 318
828 744 -16984 -600 281 302
756 636 -16916 -591 233 268
680 776 -16920 -591 208 251
608 768 -17104 -575 201 219
552 796 -16968 -575 246 233
468 788 -16956 -549 244 238
448 784 -16856 -563 227 228
468 836 -16884 -580 246 237
576 792 -16988 -568 246 246
652 804 -17016 -587 239 165
572 900 -16944 -594 249 181
520 864 -16828 -558 236 155
436 768 -16852 -598 253 122
456 836 -17008 -558 237 59
476 844 -16968 -587 285 40
636 724 -16992 -591 260 19
384 692 -16940 -566 264 -2
520 788 -16896 -550 259 -18
492 664 -17040 -612 271 -36
596 768 -16968 -562 304 -81
800 736 -17084 -567 283 -90
684 668 -16848 -577 259 -113
788 668 -16884 -557 251 -88
696 668 -16980 -581 233 -89
660 696 -16908 -563 224 -38
576 688 -16968 -563 206 -62
336 636 -16820 -558 217 -15
280 612 -16924 -604 243 -21
288 568 -16824 -610 262 12
292 600 -17004 -539 260 38
388 584 -16860 -607 291 85
500 656 -16976 -603 271 123
824 648 -17016 -566 239 164
560 648 -17016 -589 234 158
764 788 -17064 -598 208 123
692 676 -16956 -589 217 120
612 708 -16984 -582 218 122
508 788 -16904 -609 195 85
540 684 -16844 -553 233 15
556 760 -16900 -612 247 43
556 712 -17020 -531 257 79
540 644 -16924 -565 241 119
492 728 -16936 -609 251 114
356 788 -16992 -563 218 206
372 780 -16960 -578 247 155
436 768 -16852 -576 268 169
512 680 -16964 -564 279 182
624 680 -16944 -564 260 204
776 600 -16916 -589 234 247
712 656 -17012 -609 218 325
804 544 -17056 -570 190 312
664 556 -17036 -570 193 394
640 560 -16920 -614 191 358
504 684 -16880 -608 169 297
508 772 -16832 -627 208 233
528 784 -16960 -569 203 180
624 868 -16908 -591 221 119
728 852 -17016 -559 206 105
656 824 -17060 -583 184 94
580 800 -16876 -552 149 45
576 720 -16976 -571 188 25
556 672 -16864 -562 194 86
676 608 -17016 -596 175 143
668 592 -17044 -547 138 219
592 716 -16960 -558 136 207
536 936 -16936 -595 141 175
568 996 -16924 -617 122 94
588 1000 -17036 -584 134 -15
572 984 -16952 -578 115 -101
528 936 -16996 -566 84 -156
480 824 -16884 -567 59 -253
344 552 -16900 -600 92 -242
180 396 -16728 -545 124 -201
164 360 -16820 -579 188 -50
496 320 -16960 -559 223 64
820 456 -17124 -560 183 183
952 628 -17164 -552 79 253
1088 700 -17056 -581 1 299
1116 736 -16984 -611 -11 315
1224 768 -17040 -596 -82 383
1324 1472 -16908 -600 -157 324
1028 356 -17056 -607 -210 419
928 688 -17088 -581 -272 300
644 468 -16964 -612 -293 394
504 280 -16940 -555 -333 409
380 452 -16988 -552 -295 513
240 368 -16864 -545 -316 620
292 668 -16944 -553 -292 691
436 764 -17096 -578 -326 712
544 1044 -16928 -566 -327 688
564 1068 -16972 -578 -333 647
580 1192 -16824 -563 -304 582
1168 1116 -17088 -536 -354 554
1288 840 -17304 -553 -481 491
1564 1260 -17448 -599 -641 408
1588 1156 -17332 -573 -785 351
1528 1268 -17324 -612 -918 313
1424 1028 -17284 -579 -1040 346
1676 900 -17388 -645 -1183 285
2192 408 -17636 -769 -1457 169
1784 2680 -17664 -700 -1777 31
1436 1496 -17848 -446 -2097 -60
2396 124 -18068 -450 -2632 -359
1832 96 -18484 -542 -3050 -472
2732 1296 -17948 -410 -3701 -642
1828 1892 -18304 -174 -4198 -547
1208 180 -18236 -111 -4669 -409
1748 -680 -17216 -179 -4905 -180
768 888 -17532 -100 -4950 -114
916 792 -17212 5 -5122 53
876 -56 -17108 -40 -5242 126
1148 692 -16876 -64 -5321 32
1048 1320 -17180 -68 -5447 -161
528 928 -17168 -37 -5547 -315
492 1240 -17112 -39 -5583 -519
956 940 -16808 -69 -5671 -796
-16 684 -16632 -110 -5589 -947
-184 40 -16316 -298 -5433 -1252
-792 1684 -16196 -325 -4963 -1176
-1860 984 -15244 -312 -4361 -1276
-1124 -64 -15460 -398 -3810 -1126
-1732 164 -15796 -565 -3447 -1105
-2108 1164 -15672 -686 -3012 -1445
-2056 1000 -15656 -570 -2525 -1835
-1536 -744 -15900 -705 -2211 -1750
-1648 720 -15680 -961 -1911 -1850
-3664 192 -15924 -848 -1405 -1412
-2408 384 -14552 -955 -849 -1460
-3568 436 -15040 -967 -244 -1040
-3452 -4 -15172 -1031 332 -856
-2928 3156 -16196 -929 691 -639
-1980 1292 -16112 -688 946 -568
-1828 -556 -17212 -768 981 -393
-1224 196 -17004 -875 969 -281
3700 -160 -20176 -602 176 -81
-3164 -3144 -21536 -1031 -496 -185
4316 3072 -17260 -1098 -1239 -835
-32 2620 -19312 -801 -2235 -711
2348 4300 -18984 -415 -3147 -1268
1116 -956 -19164 -268 -3897 -1258
2560 -700 -18132 -439 -4683 -1503
-636 1036 -17988 -354 -5033 -1177
132 1756 -16540 -130 -5116 -1383
-444 12 -16516 -131 -5113 -1387
-1012 -948 -16716 -334 -5136 -1456
-1124 224 -16568 -383 -5045 -1446
-1472 472 -16196 -387 -4911 -1480
-1544 508 -16396 -379 -4808 -1515
-1616 -228 -16552 -373 -4715 -1394
-1604 -280 -16600 -473 -4691 -1435
-2056 320 -16388 -506 -4644 -1437
-2540 744 -16612 -426 -4596 -1532
-2256 340 -16552 -372 -4531 -1558
-2588 260 -16648 -329 -4525 -1507
-2820 -452 -16192 -356 -4396 -1291
-4024 -400 -15824 -430 -4137 -1040
-5156 440 -15292 -426 -3688 -637
-6144 -116 -14780 -376 -2956 -265
-6924 -472 -14220 -503 -2112 188
-7984 -424 -13904 -539 -1070 559
-8864 -200 -13788 -605 51 907
-8740 424 -13528 -625 1246 1167
-8364 40 -13560 -764 2408 1439
-7912 -108 -13928 -891 3515 1653
-3932 952 -17696 -939 4007 2047
-6936 -228 -18068 -842 4101 2518
-3136 1036 -17236 -868 3835 2522
-2872 1084 -17096 -763 3408 2803
-3024 2240 -17040 -755 3204 2677
-4424 1040 -16360 -714 3457 2472
-2364 708 -15024 -754 3990 1807
-2140 1152 -15812 -736 4396 1146
-2232 1276 -16468 -741 4613 476
-468 1324 -16532 -798 4768 -156
-104 976 -16332 -775 4718 -580
-160 980 -18300 -759 4457 -837
184 748 -17960 -702 4047 -1100
352 540 -17776 -689 3596 -1229
-632 -44 -17524 -634 3188 -1199
-1304 -228 -16888 -664 3058 -1180
-1404 -576 -16812 -606 2993 -1047
-3032 -736 -16684 -610 3064 -739
-3628 -172 -16036 -637 3323 -373
-4412 -144 -15172 -641 3746 -19
-5672 -232 -14988 -738 4322 265
-6960 -212 -14436 -779 5177 543
-7420 8 -13508 -838 6296 668
-8256 -264 -12912 -959 7548 745
-8796 -108 -12572 -1033 8945 847
-8824 428 -12228 -1129 10509 1108
-8568 396 -11948 -1233 12082 1333
-8924 -156 -12004 -1326 13743 1655
-5464 -1248 -8956 -1298 14864 2090
-8556 -280 -15872 -1297 15364 2070
-3084 2152 -15020 -1099 15419 1861
-4736 -1132 -13132 -1101 15640 2590
-5044 -1372 -13508 -1323 16522 3484
5644 -1136 -23728 -978 15652 4663
27712 8300 -32768 174 9923 3072
32767 6072 -32768 1113 997 904
19436 -1636 -19184 197 -4173 75
2292 -5548 -8236 -1484 -3204 877
-7408 2820 -11400 -1825 -297 -1659
-4224 2452 -14976 -1550 2454 418
4092 -2984 -14084 -1399 3068 -1522
5184 -1448 -18960 -1875 2991 -2045
5684 3256 -21660 -1484 2802 -1999
2308 -1628 -18892 -1277 3232 -1922
-336 1068 -15644 -1309 3900 -1892
860 -1016 -15648 -1311 4170 -1757
2012 408 -17196 -1476 3765 -1855
788 240 -17132 -1473 3345 -1795
-1152 -132 -16628 -1508 3466 -1778
-2532 1024 -16456 -1527 3992 -1685
-1720 732 -17200 -1502 4520 -1638
-2712 1340 -17312 -1456 5122 -1437
-3612 952 -16912 -1372 5870 -1302
-3436 420 -17048 -1457 6574 -1056
-2752 736 -17072 -1609 7066 -1058
-2224 512 -17232 -1815 7377 -1110
-2152 896 -16900 -2037 7723 -1051
-1868 972 -16872 -2170 8038 -865
-1548 1476 -16536 -2174 8409 -521
-1140 2052 -16332 -2018 8681 -98
-1040 1960 -16308 -1765 8957 280
-1116 2168 -16272 -1477 9225 702
-1288 2196 -16292 -1283 9564 964
-1600 2204 -16232 -1085 9956 1159
-1416 2188 -16096 -907 10481 1354
-892 2064 -16376 -817 10909 1476
-424 2072 -16268 -786 11283 1552
-116 1624 -16100 -751 11649 1744
508 1156 -16196 -786 11913 1968
1060 940 -16096 -770 12084 2318
1556 720 -16168 -816 12194 2656
1940 496 -16164 -728 12187 2962
2684 452 -16192 -798 12187 3139
3252 516 -16324 -871 12086 3175
3836 720 -16316 -970 11979 3074
4204 1080 -16196 -1041 11881 2825
4452 1268 -15792 -1020 11781 2485
4832 1312 -15820 -997 11741 2141
5320 1324 -15688 -938 11619 1775
5500 1216 -15888 -813 11540 1581
5708 1432 -15712 -715 11478 1314
5924 1168 -15608 -604 11328 1069
6352 1104 -15944 -584 11143 798
7076 676 -15872 -559 10797 563
7580 360 -16056 -646 10402 299
7788 476 -16100 -733 10025 99
7848 476 -15872 -855 9589 -143
8220 508 -15832 -853 9231 -166
8416 552 -15924 -854 8789 -167
8864 628 -15900 -774 8227 -161
8768 376 -15716 -805 7693 -104
9396 436 -14196 -955 6995 -96
8228 -1504 -15512 -1076 6724 433
7772 1156 -15252 -1164 6486 414
8720 92 -16020 -1036 6179 296
8504 2240 -15948 -968 5755 254
7964 1120 -15556 -713 5330 -50
8272 1104 -15692 -755 4994 -283
8564 1796 -16284 -828 4524 -432
8420 796 -16320 -865 4085 -389
7572 1204 -15872 -921 3830 -371
7584 652 -15976 -906 3574 -321
8004 1000 -16080 -973 3188 -211
8412 1160 -15972 -921 2799 -56
8796 1184 -15904 -837 2280 33
8676 1672 -15796 -784 1905 88
8380 1740 -15904 -670 1605 105
7936 2120 -15864 -590 1399 69
7540 1808 -15892 -471 1217 -23
7588 1612 -15852 -393 990 -137
7484 1612 -15908 -381 719 -167
7404 1304 -15996 -375 463 -189
7040 1264 -16048 -414 225 -155
6856 1264 -16084 -378 127 -128
6672 1292 -16092 -431 -13 -32
6588 1360 -15984 -386 -80 -5
6656 1344 -15880 -343 -225 74
6864 1252 -15996 -294 -355 95
7076 1168 -15996 -263 -552 190
7264 1048 -15920 -280 -775 209
7608 1080 -16068 -252 -1007 232
7740 1064 -15944 -274 -1266 211
7820 956 -16032 -252 -1533 176
7796 904 -16004 -270 -1775 143
7684 976 -16048 -201 -2094 118
7712 956 -16104 -174 -2333 88
7760 888 -16104 -226 -2607 -31
7560 828 -16100 -279 -2904 -69
7448 724 -15976 -291 -3137 -112
7444 772 -16092 -366 -3418 -169
7444 860 -16072 -366 -3653 -288
7368 848 -16012 -350 -3948 -329
7564 812 -15836 -332 -4249 -391
7584 768 -15952 -324 -4524 -377
7612 776 -16156 -388 -4824 -421
7508 700 -16124 -326 -5182 -403
7452 756 -16080 -370 -5459 -361
7436 756 -16116 -356 -5777 -383
7340 852 -16056 -351 -6066 -386
7256 944 -16064 -383 -6355 -406
6980 1092 -16020 -376 -6609 -438
6796 936 -16012 -362 -6847 -383
6868 1048 -15872 -395 -7106 -337
6768 1172 -16168 -300 -7442 -440
6400 1228 -16108 -316 -7684 -425
6148 1272 -15964 -265 -7901 -541
6152 1344 -16108 -184 -8090 -672
6280 1328 -16244 -233 -8361 -774
6024 1464 -16132 -130 -8599 -910
5728 1348 -16024 -70 -8854 -1075
5476 1360 -15864 26 -9059 -1165
5444 1356 -16124 98 -9252 -1232
5184 1508 -16248 181 -9425 -1260
3836 1204 -15676 188 -9456 -1300
3456 724 -15648 237 -9298 -1210
3756 780 -16472 161 -9241 -1247
3760 704 -16620 161 -9329 -1283
3264 492 -16364 94 -9375 -1312
2992 576 -16296 26 -9338 -1281
2780 524 -16180 -17 -9309 -1246
2712 632 -16392 15 -9248 -1077
2652 600 -16304 71 -9183 -919
2700 596 -16324 104 -9191 -839
2592 664 -16524 28 -9178 -769
2368 824 -16352 5 -9153 -770
2036 1008 -16348 -3 -9091 -790
1864 1152 -16284 24 -8950 -807
1788 1384 -16400 65 -8875 -820
1572 1440 -16476 113 -8785 -813
1360 1464 -16432 179 -8731 -766
1232 1436 -16436 265 -8628 -785
1368 1508 -16400 309 -8599 -819
1536 1372 -16480 400 -8558 -790
1860 1140 -16532 401 -8650 -834
1928 1020 -16540 451 -8706 -869
1976 732 -16456 493 -8777 -964
2060 332 -16596 504 -8883 -1043
2316 184 -16716 456 -9005 -1190
2696 252 -16860 364 -9173 -1438
2720 76 -16568 305 -9351 -1514
2908 160 -16572 238 -9575 -1705
3284 392 -16612 261 -9903 -1891
3324 536 -16372 236 -10312 -2107
3584 596 -16448 301 -10714 -2325
4244 1256 -16128 301 -11417 -2562
-32768 3880 -32768 2349 -2549 -1353
32767 -6888 -7068 372 -447 -4910
-4476 -4668 -19112 -3166 -2383 1858
-13956 464 -18688 -1378 -1136 3257
-3424 -4304 -14760 -405 -975 -1364
1720 15156 -12764 -45 -858 615
-4592 -10452 -18424 -419 -797 2726
-1276 2524 -18104 -1340 -1297 2026
-2868 2664 -16336 -312 -1216 3078
-348 1096 -15880 -557 -1218 2268
-2140 2056 -16944 -834 -1082 2062
-1608 1496 -16500 -698 -594 1407
1188 2184 -15968 -585 -433 930
468 336 -17656 -631 -578 664
1944 1304 -17664 -525 -736 473
2360 204 -17904 -499 -1117 583
1980 1012 -17788 -551 -1445 491
2276 952 -17112 -470 -1619 523
2600 1160 -17976 -403 -1828 469
3228 -324 -18160 -425 -2358 525
3308 -496 -18760 -417 -2976 754
3780 0 -18832 -425 -3717 843
3740 -256 -19260 -304 -4564 994
4324 -264 -19212 -237 -5454 1145
4432 -496 -19556 -172 -6391 1352
4816 -24 -19552 -122 -7445 1505
4632 380 -19668 33 -8507 1581
4140 1236 -19340 171 -9455 1480
3696 600 -18092 492 -10007 1448
3592 1364 -18452 415 -10603 1240
2340 -756 -18848 28 -10928 1164
3496 600 -16968 -313 -11293 461
1936 3876 -16616 50 -11431 239
1216 1780 -16324 140 -11460 -236
940 -64 -16092 -80 -11394 -573
-124 1496 -15572 -178 -11052 -852
-728 1880 -14884 -103 -10665 -1052
-1620 1168 -14796 -103 -10087 -1375
-2160 724 -14484 -205 -9396 -1633
-2880 656 -14064 -340 -8601 -1911
-3640 1312 -13596 -332 -7653 -2146
-4532 668 -13360 -309 -6562 -2299
-4620 80 -13208 -471 -5463 -2415
-4876 -44 -13248 -545 -4355 -2381
-5352 -4 -13200 -518 -3202 -2159
-4964 -5560 -14792 -1360 -2160 -1690
-5052 4480 -15616 -1369 -1484 -1422
-4048 640 -14392 -768 -871 -1326
-3888 1248 -15564 -949 -629 -1359
5740 -92 -26772 -628 -1976 -236
-4136 -5732 -28932 -1561 -3879 -677
4328 3428 -22868 -1933 -6247 -1003
1848 5828 -19292 -1494 -8361 -1771
244 10948 -16164 -371 -9166 -2416
-3304 12 -15524 461 -8788 -1874
-2792 -5444 -14072 -249 -8147 -1903
-4340 -944 -14940 -638 -7434 -1778
-4856 2000 -15296 -247 -6855 -1767
-3368 -92 -17368 -150 -6778 -1509
-2648 -1740 -17656 -350 -7284 -1054
-3688 -44 -17024 -425 -7602 -555
-4152 1280 -15752 -272 -7597 -468
-4336 956 -15136 -257 -7189 -514
-4260 -672 -14948 -293 -6706 -740
-3636 -956 -15516 -562 -6476 -973
-4132 732 -16088 -559 -6293 -1090
-4464 1560 -16320 -421 -6220 -1165
-4880 484 -16132 -395 -6224 -1083
-5748 -20 -15528 -485 -6060 -916
-6400 372 -14824 -599 -5603 -941
-6956 -220 -14592 -736 -5026 -956
-7012 196 -14808 -765 -4450 -905
-6812 -496 -15120 -741 -3960 -750
-6672 -124 -15400 -750 -3701 -541
-6564 476 -15584 -684 -3325 -278
-6824 688 -15276 -563 -3012 -87
-6352 416 -15336 -441 -2669 -61
-6376 -312 -15440 -538 -2346 -104
-6064 48 -15432 -555 -2046 -209
-6056 80 -15548 -510 -1801 -215
-6024 96 -15660 -524 -1515 -115
-6292 -336 -15472 -489 -1208 110
-6548 16 -15172 -597 -816 278
-6732 396 -15188 -571 -344 403
-5968 292 -15332 -563 46 553
-5424 248 -15848 -613 244 523
-4860 920 -16020 -634 356 455
-4372 1060 -16216 -580 364 382
-3900 928 -16536 -584 325 252
